0,1,2,3,is_facility
Rincon Band of Luiseno Mission Indians of the Rincon Reservation,,,Shernandez@rincon-nsn.gov,TRUE
Rincon Band of Luiseno Mission Indians of the Rincon Reservation,Harrah's Southern California Resort,"One Government Center Lane, Valley Center CA 92082",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Robinson Rancheria,"P.O. Box 428, Nice CA 95464",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: bcromwell@rrcbc-nsn.gov,FALSE
Robinson Rancheria,Robinson Rancheria Bingo & Casino,"P.O. Box 428, Nice CA 95464",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Rosebud Sioux Tribe of the Rosebud Indian Reservation,"P.O. Box 430, Rosebud SD 57570",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: kathleen.woodenknife@rst-nsn.gov,FALSE
Rosebud Sioux Tribe of the Rosebud Indian Reservation,Rosebud Casino,"P.O. Box 430, Rosebud SD 57570",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Round Valley Indian Tribes, Round Valley Reservation, California","77826 Covelo Road, Covelo CA 95428",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: president@council.rvit.org,FALSE
"Round Valley Indian Tribes, Round Valley Reservation, California",Hidden Oaks Casino,"77826 Covelo Road, Covelo CA 95428",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
"Sac & Fox Nation, Oklahoma","920883 South Highway 99 Building A, Stroud OK 74079",Class Type: Class II   See 25 CFR 502.3 & 4,Email Address: chiefprincipalchief@sacandfox.com;,FALSE
"Sac & Fox Nation, Oklahoma",,,chief@sacandfoxnation-nsn.gov,TRUE
"Sac & Fox Nation, Oklahoma",Black Hawk Casino,"920883 South Highway 99 Building A, Stroud OK 74079",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Sac & Fox Nation, Oklahoma",Sac and Fox Nation Casino - Stroud,"920883 South Highway 99 Building A, Stroud OK 74079",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Sac & Fox Tribe of the Mississippi in Iowa,"349 Meskwaki Road, Tama IA 52339",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: vern.jefferson@meskwaki-nsn.gov,FALSE
Sac & Fox Tribe of the Mississippi in Iowa,"Meskwaki Bingo, Casino, Hotel","349 Meskwaki Road, Tama IA 52339",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Sac and Fox Nation of Missouri in Kansas & Nebraska,"305 N. Main, Reserve KS 66434",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: tiauna.carnes@sacandfoxks.com,FALSE
Sac and Fox Nation of Missouri in Kansas & Nebraska,Sac & Fox Casino,"305 N. Main, Reserve KS 66434",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Saginaw Chippewa Indian Tribe of Michigan,"7070 E. Broadway Rd., Mt. Pleasant MI 48858",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: Tdavis@sagchip.org,FALSE
Saginaw Chippewa Indian Tribe of Michigan,Soaring Eagle Casino & Resort,"7070 E. Broadway Rd., Mt. Pleasant MI 48858",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Saginaw Chippewa Indian Tribe of Michigan,Soaring Eagle-Slot Palace and Bingo Hall,"7070 E. Broadway Rd., Mt. Pleasant MI 48858",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Saginaw Chippewa Indian Tribe of Michigan,Saganing Eagle's Landing Casino,"7070 E. Broadway Rd., Mt. Pleasant MI 48858",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Saint Regis Mohawk Tribe,"Akwesasne Community Building 412 State Route 37, Akwesasne",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address:  Beverly.Cook@srmt-nsn.gov;,FALSE
Saint Regis Mohawk Tribe,NY 13655,,Michael.Conners@srmt-nsn.gov; ron.lafrance@srmt-,TRUE
Saint Regis Mohawk Tribe,,,nsn.gov,TRUE
Saint Regis Mohawk Tribe,Akwesasne Mohawk Casino Resort,"Akwesasne Community Building 412 State Route 37,",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Saint Regis Mohawk Tribe,,Akwesasne NY 13655,,TRUE
Salt River Pima-Maricopa Indian Community,"10005 East Osborn Road, Scottsdale AZ 85256",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: Martin.Harvier@SRPMIC-nsn.gov,FALSE
Salt River Pima-Maricopa Indian Community,Casino Arizona,"10005 East Osborn Road, Scottsdale AZ 85256",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Salt River Pima-Maricopa Indian Community,Talking Stick Resort,"10005 East Osborn Road, Scottsdale AZ 85256",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
San Carlos Apache Tribe of the San Carlos Reservation,"P.O. Box 0, San Carlos AZ 85550",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address:  trambler@scatui-nsn.gov,FALSE
San Carlos Apache Tribe of the San Carlos Reservation,Apache Gold Casino,"P.O. Box 0, San Carlos AZ 85550",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
San Carlos Apache Tribe of the San Carlos Reservation,Apache Sky Casino,"P.O. Box 0, San Carlos AZ 85550",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
San Pasqual Band of Diegueno Mission Indians of California,"P.O. Box 365 16400 Kumeyaay Way, Valley Center CA 92082",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: DorisC@sanpasqualtribe.org,FALSE
San Pasqual Band of Diegueno Mission Indians of California,Valley View Casino,"P.O. Box 365 16400 Kumeyaay Way, Valley Center CA",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
San Pasqual Band of Diegueno Mission Indians of California,,92082,,TRUE
Santa Rosa Rancheria Tachi Yokut Tribe,"P.O. Box 8 16835 Alkali Drive, Lemoore CA 93245",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: lsisco@tachi-yokut.com,FALSE
Santa Rosa Rancheria Tachi Yokut Tribe,Yokut Hall,"P.O. Box 8 16835 Alkali Drive, Lemoore CA 93245",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Santa Rosa Rancheria Tachi Yokut Tribe,Yokut Gas,"P.O. Box 8 16835 Alkali Drive, Lemoore CA 93245",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Santa Rosa Rancheria Tachi Yokut Tribe,Tachi Palace Hotel and Casino,"P.O. Box 8 16835 Alkali Drive, Lemoore CA 93245",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Santa Ynez Band of Chumash Mission Indians of the Santa Ynez Reservation,"P.O. Box 517 100 Via Juana Lane, Santa Ynez CA 93460",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: kkeever@chumash.gov,FALSE
Santa Ynez Band of Chumash Mission Indians of the Santa Ynez Reservation,Chumash Casino and Resort Enterprises,"P.O. Box 517 100 Via Juana Lane, Santa Ynez CA",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Santa Ynez Band of Chumash Mission Indians of the Santa Ynez Reservation,,93460,,TRUE
Santee Sioux Nation,"108 Spirit Lake Avenue West, Niobrara NE 68760",Class Type: Class II   See 25 CFR 502.3 & 4,Email Address: alonzo.denney@ssndakota.com,FALSE
Santee Sioux Nation,Ohiya Casino and Resort,"108 Spirit Lake Avenue West, Niobrara NE 68760",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Sault Ste. Marie Tribe of Chippewa Indians of Michigan,"523 Ashmun Street, Sault Ste. Marie MI 49783",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: tlaplaunt@saulttribe.net,FALSE
Sault Ste. Marie Tribe of Chippewa Indians of Michigan,"Kewadin Casino, Manistique","523 Ashmun Street, Sault Ste. Marie MI 49783",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Sault Ste. Marie Tribe of Chippewa Indians of Michigan,"Kewadin Casino, St. Ignace","523 Ashmun Street, Sault Ste. Marie MI 49783",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Sault Ste. Marie Tribe of Chippewa Indians of Michigan,Kewadin Casino Christmas,"523 Ashmun Street, Sault Ste. Marie MI 49783",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Sault Ste. Marie Tribe of Chippewa Indians of Michigan,"Kewadin Casino, Hessel","523 Ashmun Street, Sault Ste. Marie MI 49783",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Sault Ste. Marie Tribe of Chippewa Indians of Michigan,"Kewadin Casino, Hotel & Convention Center","523 Ashmun Street, Sault Ste. Marie MI 49783",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Seminole Nation of Oklahoma,"P.O. Box 1498, Wewoka OK 74884",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: chief@sno-nsn.gov,FALSE
Seminole Nation of Oklahoma,Seminole Nation Rivermist Casino,"P.O. Box 1498, Wewoka OK 74884",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Seminole Nation of Oklahoma,Wewoka Trading Post,"P.O. Box 1498, Wewoka OK 74884",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Seminole Nation of Oklahoma,Seminole Nation Casino,"P.O. Box 1498, Wewoka OK 74884",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Seminole Tribe of Florida,"6300 Stirling Road, Hollywood FL 33024",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: marcellusosceola@semtribe.com,FALSE
Seminole Tribe of Florida,Seminole Brighton Bay Hotel & Casino,"6300 Stirling Road, Hollywood FL 33024",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Seminole Tribe of Florida,Seminole Indian Casino - Coconut Creek,"6300 Stirling Road, Hollywood FL 33024",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Seminole Tribe of Florida,Seminole Indian Casino - Hollywood,"6300 Stirling Road, Hollywood FL 33024",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Seminole Tribe of Florida,Seminole Indian Casino - Immokalee,"6300 Stirling Road, Hollywood FL 33024",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Seminole Tribe of Florida,Seminole Hard Rock Hotel & Casino - Hollywood,"6300 Stirling Road, Hollywood FL 33024",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Seminole Tribe of Florida,Seminole Hard Rock Hotel & Casino - Tampa,"6300 Stirling Road, Hollywood FL 33024",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Seneca Nation of Indians,"12837 Route 438, Irving NY 14081",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: jc.seneca@sni.org,FALSE
Seneca Nation of Indians,Seneca Gaming and Entertainment - Oil Springs,"12837 Route 438, Irving NY 14081",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Seneca Nation of Indians,Seneca Gaming and Entertainment - Irving,"12837 Route 438, Irving NY 14081",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Seneca Nation of Indians,Seneca Niagara Casino,"12837 Route 438, Irving NY 14081",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Seneca Nation of Indians,Seneca Allegany Casino,"12837 Route 438, Irving NY 14081",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Seneca Nation of Indians,Seneca Buffalo Creek Casino,"12837 Route 438, Irving NY 14081",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Seneca Nation of Indians,Seneca Gaming and Entertainment - Salamanca,"12837 Route 438, Irving NY 14081",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Seneca-Cayuga Nation,"23701 S. 655 Rd., Grove OK 74344",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: cdiebold@sctribe.com,FALSE
Seneca-Cayuga Nation,Grand Lake Casino,"23701 S. 655 Rd., Grove OK 74344",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Shakopee Mdewakanton Sioux Community of Minnesota,"2330 Sioux Trail NW, Prior Lake MN 55372",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: Sara.dobesh@shakopeedakota.org,FALSE
Shakopee Mdewakanton Sioux Community of Minnesota,Mystic Lake Casino,"2330 Sioux Trail NW, Prior Lake MN 55372",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Shakopee Mdewakanton Sioux Community of Minnesota,Little Six Casino,"2330 Sioux Trail NW, Prior Lake MN 55372",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Shawnee Tribe, Oklahoma","P.O. Box 189, Miami OK 74355",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: chief@shawnee-tribe.com,FALSE
"Shawnee Tribe, Oklahoma",Golden Mesa Casino,"P.O. Box 189, Miami OK 74355",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Sherwood Valley Rancheria,"190 Sherwood Hill Dr., Willits CA 95490",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address:,FALSE
Sherwood Valley Rancheria,,,hramirez.chairwoman@sherwoodband.com,TRUE
Sherwood Valley Rancheria,Sherwood Valley Rancheria Casino,"190 Sherwood Hill Dr., Willits CA 95490",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Shingle Springs Band of Miwok Indians,"P.O. Box 1340 5281 Honpie Rd, Shingle Springs CA 95682",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: info@ssband.org,FALSE
Shingle Springs Band of Miwok Indians,Red Hawk Casino,"P.O. Box 1340 5281 Honpie Rd, Shingle Springs CA",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Shingle Springs Band of Miwok Indians,,95682,,TRUE
"Shoalwater Bay Tribe of the Shoalwater Bay Indian Reservation, Washington","PO Box 130 2373 Tokeland Rd, Tokeland WA 98590",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: cnelson@shoalwaterbay-nsn.gov,FALSE
"Shoalwater Bay Tribe of the Shoalwater Bay Indian Reservation, Washington",Shoalwater Bay Casino,"PO Box 130 2373 Tokeland Rd, Tokeland WA 98590",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Shoshone Tribe of the Wind River Indian Reservation,"P.O. Box 538, Fort Washakie WY 82514",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: wlarge@easternshoshone.org,FALSE
Shoshone Tribe of the Wind River Indian Reservation,Shoshone Rose Casino,"P.O. Box 538, Fort Washakie WY 82514",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
"Shoshone-Bannock Tribes, Idaho","PO Box 306 Agency Bldg 82, 1 Pima Drive, Fort Hall ID 83203",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: ltyler@sbtribes.com,FALSE
"Shoshone-Bannock Tribes, Idaho",Bannock Peak Casino,"PO Box 306 Agency Bldg 82, 1 Pima Drive, Fort Hall ID",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
"Shoshone-Bannock Tribes, Idaho",,83203,,TRUE
"Shoshone-Bannock Tribes, Idaho",Shoshone-Bannock Casino,"PO Box 306 Agency Bldg 82, 1 Pima Drive, Fort Hall ID",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Shoshone-Bannock Tribes, Idaho",,83203,,TRUE
"Shoshone-Bannock Tribes, Idaho",Sage Hill Travel Center & Casino,"PO Box 306 Agency Bldg 82, 1 Pima Drive, Fort Hall ID",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
"Shoshone-Bannock Tribes, Idaho",,83203,,TRUE
Sisseton-Wahpeton Oyate of the Lake Traverse Reservation,"Box 509, Agency Village SD 57262",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: Chairman@swo-nsn.gov,FALSE
Sisseton-Wahpeton Oyate of the Lake Traverse Reservation,Dakota Connection Casino,"Box 509, Agency Village SD 57262",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Sisseton-Wahpeton Oyate of the Lake Traverse Reservation,Dakota Magic Casino,"Box 509, Agency Village SD 57262",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Sisseton-Wahpeton Oyate of the Lake Traverse Reservation,Dakota Sioux Casino,"Box 509, Agency Village SD 57262",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Skokomish Indian Tribe,"80 N Tribal Center Rd, Skokomish Nation WA 98584",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: gmiller@skokomish.org,FALSE
Skokomish Indian Tribe,Lucky Dog Casino,"80 N Tribal Center Rd, Skokomish Nation WA 98584",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Snoqualmie Indian Tribe,"8130 Railroad Ave., Ste. 103, Snoqualmie WA 98065",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: bobde@snoqualmietribe.us,FALSE
Snoqualmie Indian Tribe,Snoqualmie Casino,"8130 Railroad Ave., Ste. 103, Snoqualmie WA 98065",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Soboba Band of Luiseno Indians,"P.O. Box 487 23906 Soboba Road, San Jacinto CA 92583",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: dkitchen@soboba-nsn.gov;,FALSE
Soboba Band of Luiseno Indians,,,ivavanco@soboba-nsn.gov,TRUE
Soboba Band of Luiseno Indians,Soboba Casino,"P.O. Box 487 23906 Soboba Road, San Jacinto CA",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Soboba Band of Luiseno Indians,,92583,,TRUE
Soboba Band of Luiseno Indians,Soboba Casino,"P.O. Box 487 23906 Soboba Road, San Jacinto CA",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Soboba Band of Luiseno Indians,,92583,,TRUE
Soboba Band of Luiseno Indians,Soboba Casino,"P.O. Box 487 23906 Soboba Road, San Jacinto CA",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Soboba Band of Luiseno Indians,,92583,,TRUE
Soboba Band of Luiseno Indians,Soboba Casino,"P.O. Box 487 23906 Soboba Road, San Jacinto CA",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Soboba Band of Luiseno Indians,,92583,,TRUE
Soboba Band of Luiseno Indians,Soboba Casino,"P.O. Box 487 23906 Soboba Road, San Jacinto CA",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Soboba Band of Luiseno Indians,,92583,,TRUE
Soboba Band of Luiseno Indians,Soboba Casino,"P.O. Box 487 23906 Soboba Road, San Jacinto CA",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Soboba Band of Luiseno Indians,,92583,,TRUE
Soboba Band of Luiseno Indians,Soboba Casino,"P.O. Box 487 23906 Soboba Road, San Jacinto CA",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Soboba Band of Luiseno Indians,,92583,,TRUE
Soboba Band of Luiseno Indians,Soboba Casino,"P.O. Box 487 23906 Soboba Road, San Jacinto CA",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Soboba Band of Luiseno Indians,,92583,,TRUE
Soboba Band of Luiseno Indians,Soboba Casino,"P.O. Box 487 23906 Soboba Road, San Jacinto CA",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Soboba Band of Luiseno Indians,,92583,,TRUE
Soboba Band of Luiseno Indians,Soboba Casino,"P.O. Box 487 23906 Soboba Road, San Jacinto CA",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Soboba Band of Luiseno Indians,,92583,,TRUE
Soboba Band of Luiseno Indians,Soboba Casino,"P.O. Box 487 23906 Soboba Road, San Jacinto CA",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Soboba Band of Luiseno Indians,,92583,,TRUE
Soboba Band of Luiseno Indians,Soboba Casino,"P.O. Box 487 23906 Soboba Road, San Jacinto CA",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Soboba Band of Luiseno Indians,,92583,,TRUE
Soboba Band of Luiseno Indians,Soboba Casino,"P.O. Box 487 23906 Soboba Road, San Jacinto CA",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Soboba Band of Luiseno Indians,,92583,,TRUE
Soboba Band of Luiseno Indians,Soboba Casino,"P.O. Box 487 23906 Soboba Road, San Jacinto CA",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Soboba Band of Luiseno Indians,,92583,,TRUE
Soboba Band of Luiseno Indians,Soboba Casino,"P.O. Box 487 23906 Soboba Road, San Jacinto CA",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Soboba Band of Luiseno Indians,,92583,,TRUE
Soboba Band of Luiseno Indians,Soboba Casino,"P.O. Box 487 23906 Soboba Road, San Jacinto CA",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Soboba Band of Luiseno Indians,,92583,,TRUE
Soboba Band of Luiseno Indians,RoadRunner Express,"P.O. Box 487 23906 Soboba Road, San Jacinto CA",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Soboba Band of Luiseno Indians,,92583,,TRUE
Soboba Band of Luiseno Indians,RoadRunner Express,"P.O. Box 487 23906 Soboba Road, San Jacinto CA",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Soboba Band of Luiseno Indians,,92583,,TRUE
Soboba Band of Luiseno Indians,RoadRunner Express,"P.O. Box 487 23906 Soboba Road, San Jacinto CA",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Soboba Band of Luiseno Indians,,92583,,TRUE
Soboba Band of Luiseno Indians,RoadRunner Express,"P.O. Box 487 23906 Soboba Road, San Jacinto CA",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Soboba Band of Luiseno Indians,,92583,,TRUE
Sokaogon Chippewa Community,"3051 Sand Lake Rd., Crandon WI 54520",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: Tribal.Chairman@scc-nsn.gov,FALSE
Sokaogon Chippewa Community,Mole Lake Casino and Bingo,"3051 Sand Lake Rd., Crandon WI 54520",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Southern Ute Indian Tribe,"P.O. Box 737 116 Capote Dr., Ignacio CO 81137",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: mjbaker@southernute-nsn.gov,FALSE
Southern Ute Indian Tribe,Sky Ute Casino Resort,"P.O. Box 737 116 Capote Dr., Ignacio CO 81137",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Spirit Lake Tribe, North Dakota","P.O. Box 359 816 3rd Avenue, Fort Totten ND 58335",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: lstreet@spiritlakenation.com,FALSE
"Spirit Lake Tribe, North Dakota",Spirit Lake Casino & Resort,"P.O. Box 359 816 3rd Avenue, Fort Totten ND 58335",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Spokane Tribe of the Spokane Reservation, Washington","PO Box 100 6195 Ford/Wellpinit Rd., Wellpinit WA 99040",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: CarolE@spokanetribe.com,FALSE
"Spokane Tribe of the Spokane Reservation, Washington",Mistequa Casino,"PO Box 100 6195 Ford/Wellpinit Rd., Wellpinit WA",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
"Spokane Tribe of the Spokane Reservation, Washington",,99040,,TRUE
"Spokane Tribe of the Spokane Reservation, Washington",Spokane Tribe Casino,"PO Box 100 6195 Ford/Wellpinit Rd., Wellpinit WA",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
"Spokane Tribe of the Spokane Reservation, Washington",,99040,,TRUE
"Squaxin Island Tribe, Washington","10 SE Squaxin Lane, Shelton WA 98584",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: kpeters@squaxin.us,FALSE
"Squaxin Island Tribe, Washington",Little Creek Casino Resort,"10 SE Squaxin Lane, Shelton WA 98584",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
St. Croix Chippewa Indians of Wisconsin,"P.O. Box 45287 24663 Angeline Ave., Webster WI 54893",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: thomasf@stcroixojibwe-nsn.gov,FALSE
St. Croix Chippewa Indians of Wisconsin,Danbury Community Center,"P.O. Box 45287 24663 Angeline Ave., Webster WI",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
St. Croix Chippewa Indians of Wisconsin,,54893,,TRUE
St. Croix Chippewa Indians of Wisconsin,St. Croix Casino Turtle Lake,"P.O. Box 45287 24663 Angeline Ave., Webster WI",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
St. Croix Chippewa Indians of Wisconsin,,54893,,TRUE
St. Croix Chippewa Indians of Wisconsin,Sand Lake Community Center,"P.O. Box 45287 24663 Angeline Ave., Webster WI",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
St. Croix Chippewa Indians of Wisconsin,,54893,,TRUE
St. Croix Chippewa Indians of Wisconsin,St. Croix Casino Hertle Express,"P.O. Box 45287 24663 Angeline Ave., Webster WI",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
St. Croix Chippewa Indians of Wisconsin,,54893,,TRUE
St. Croix Chippewa Indians of Wisconsin,St. Croix Casino Danbury,"P.O. Box 45287 24663 Angeline Ave., Webster WI",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
St. Croix Chippewa Indians of Wisconsin,,54893,,TRUE
Standing Rock Sioux Tribe of North and South Dakota,"P.O. Box D, Fort Yates ND 58538",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: janet.alkire@standingrock.org,FALSE
Standing Rock Sioux Tribe of North and South Dakota,Prairie Knights Casino and Resort,"P.O. Box D, Fort Yates ND 58538",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Standing Rock Sioux Tribe of North and South Dakota,Grand River Casino & Resort,"P.O. Box D, Fort Yates ND 58538",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Stillaguamish Tribe of Indians of Washington,"PO Box 277 3322 236th St NE, Arlington WA 98223",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: ewhite@stillaguamish.com,FALSE
Stillaguamish Tribe of Indians of Washington,Angel of the Winds Casino,"PO Box 277 3322 236th St NE, Arlington WA 98223",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Stockbridge-Munsee Community,"N8476 Moh He Con Nuck Rd., Bowler WI 54416",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: Shannon.holsey@mohican-nsn.gov,FALSE
Stockbridge-Munsee Community,North Star Mohican Casino Resort,"N8476 Moh He Con Nuck Rd., Bowler WI 54416",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Stockbridge-Munsee Community,,,michael.bonakdar@northstarcasinoresort.com,TRUE
"Suquamish Indian Tribe of the Port Madison Reservation, Washington","PO Box 498 18490 Suquamish Way NE, Suquamish WA 98392",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: lforsman@suquamish.nsn.us,FALSE
"Suquamish Indian Tribe of the Port Madison Reservation, Washington",Clearwater Casino & Resort,"PO Box 498 18490 Suquamish Way NE, Suquamish",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Suquamish Indian Tribe of the Port Madison Reservation, Washington",,WA 98392,,TRUE
